"","Software_name","File_name","Article_id","Alias","ID","XML_tag1","XML_tag2","XML_tag1_content","XML_tag2_content","Publication_year","Journal_title","Publisher"
"93","RADMC-3D","apjs_195_2_21.xml","apjs396550, ASJOAB, 10.1088/0067-0049/195/2/21, 396550","10.1051/0004-6361:20031768",1,"ext-link","nlm-citation","10.1051/0004-6361:20031768","
<person-group person-group-type=""author"">
<name><",2011,"The Astrophysical Journal Supplement Series","The American Astronomical Society"
"94","RADMC-3D","apjs_205_1_5.xml","apjs459664, ASJOAB, 10.1088/0067-0049/205/1/5, 459664","10.1051/0004-6361:20031768",1,"ext-link","nlm-citation","10.1051/0004-6361:20031768","
<person-group person-group-type=""author"">
<name><",2013,"The Astrophysical Journal Supplement Series","The American Astronomical Society"
"95","RADMC-3D","apjs_217_1_6.xml","apjs508869, 10.1088/0067-0049/217/1/6, 508869, ApJS97150","10.1051/0004-6361:20031768",1,"pub-id","element-citation","10.1051/0004-6361:20031768","
<person-group person-group-type=""author"">
<name>
",2015,"The Astrophysical Journal Supplement Series","The American Astronomical Society"
"96","RADMC-3D","apjs_225_2_26.xml","apjsaa2a15, 10.3847/0067-0049/225/2/26, aa2a15, ApJ98325","10.1051/0004-6361:20031768",1,"pub-id","element-citation","10.1051/0004-6361:20031768","
<person-group person-group-type=""author"">
<name>
",2016,"The Astrophysical Journal Supplement Series","The American Astronomical Society"
"97","RADMC-3D","apj_695_2_1024.xml","apj300251, ASJOAB, 10.1088/0004-637X/695/2/1024, 300251","10.1051/0004-6361:20040017",1,"ext-link","nlm-citation","10.1051/0004-6361:20040017","
<person-group person-group-type=""author"">
<name>
",2009,"The Astrophysical Journal","The American Astronomical Society"
"98","RADMC-3D","apj_717_2_693.xml","apj347857, ASJOAB, 10.1088/0004-637X/717/2/693, 347857","10.1051/0004-6361:20040017",1,"ext-link","nlm-citation","10.1051/0004-6361:20040017","
<person-group person-group-type=""author"">
<name><",2010,"The Astrophysical Journal","The American Astronomical Society"
"99","RADMC-3D","apj_722_2_1556.xml","apj364672, ASJOAB, 10.1088/0004-637X/722/2/1556, 364672","10.1051/0004-6361:20040017",1,"ext-link","nlm-citation","10.1051/0004-6361:20040017","
<person-group person-group-type=""author"">
<name><",2010,"The Astrophysical Journal","The American Astronomical Society"
"100","RADMC-3D","apj_742_1_39.xml","apj404720, ASJOAB, 10.1088/0004-637X/742/1/39, 404720","10.1051/0004-6361:20040017",1,"ext-link","nlm-citation","10.1051/0004-6361:20040017","
<person-group person-group-type=""author"">
<name>
",2011,"The Astrophysical Journal","The American Astronomical Society"
"101","RADMC-3D","apj_744_2_118.xml","apj407949, ASJOAB, 10.1088/0004-637X/744/2/118, 407949","10.1051/0004-6361:20040017",1,"ext-link","nlm-citation","10.1051/0004-6361:20040017","
<person-group person-group-type=""author"">
<name><",2012,"The Astrophysical Journal","The American Astronomical Society"
"102","RADMC-3D","apj_751_1_27.xml","apj426656, ASJOAB, 10.1088/0004-637X/751/1/27, 426656","10.1051/0004-6361:20040017",1,"ext-link","nlm-citation","10.1051/0004-6361:20040017","
<person-group person-group-type=""author"">
<name><",2012,"The Astrophysical Journal","The American Astronomical Society"
"103","RADMC-3D","apj_796_2_141.xml","apj503765, ASJOAB, 10.1088/0004-637X/796/2/141, 503765, ApJ95750","10.1051/0004-6361:20040017",1,"ext-link","nlm-citation","10.1051/0004-6361:20040017","
<person-group person-group-type=""author"">
<name><",2014,"The Astrophysical Journal","The American Astronomical Society"
"104","RADMC-3D","apj_797_1_4.xml","apj504081, ASJOAB, 10.1088/0004-637X/797/1/4, 504081, ApJ96133","10.1051/0004-6361:20040017",1,"ext-link","nlm-citation","10.1051/0004-6361:20040017","
<person-group person-group-type=""author"">
<name><",2014,"The Astrophysical Journal","The American Astronomical Society"
"105","RADMC-3D","apj_798_1_11.xml","apj502148, ASJOAB, 10.1088/0004-637X/798/1/11, 502148, ApJ95363","10.1051/0004-6361:20040017",1,"ext-link","nlm-citation","10.1051/0004-6361:20040017","
<person-group person-group-type=""author"">
<name><",2015,"The Astrophysical Journal","The American Astronomical Society"
"106","RADMC-3D","apjs_196_2_22.xml","apjs404845, ASJOAB, 10.1088/0067-0049/196/2/22, 404845","10.1051/0004-6361:20040017",1,"ext-link","nlm-citation","10.1051/0004-6361:20040017","
<person-group person-group-type=""author"">
<name>
",2011,"The Astrophysical Journal Supplement Series","The American Astronomical Society"
"107","RADMC-3D","apjs_220_1_14.xml","apjs518847, 10.1088/0067-0049/220/1/14, 518847, ApJS97348","10.1051/0004-6361:20040017",1,"pub-id","element-citation","10.1051/0004-6361:20040017","
<person-group person-group-type=""author"">
<name>
",2015,"The Astrophysical Journal Supplement Series","The American Astronomical Society"
"108","RADMC-3D","aj_139_2_626.xml","aj331880, ANJOAA, 10.1088/0004-6256/139/2/626, 331880","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2010,"The Astronomical Journal","The American Astronomical Society"
"109","RADMC-3D","aj_140_3_887.xml","aj348933, ANJOAA, 10.1088/0004-6256/140/3/887, 348933","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2010,"The Astronomical Journal","The American Astronomical Society"
"110","RADMC-3D","aj_152_6_222.xml","ajaa342c, 10.3847/1538-3881/152/6/222, aa342c, AAS00467","2004A&A...417..159D",1,"ext-link","element-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2016,"The Astronomical Journal","The American Astronomical Society"
"111","RADMC-3D","aj_154_1_16.xml","ajaa7578, 10.3847/1538-3881/aa7578, aa7578, AAS02740","2004A&A...417..159D",1,"ext-link","element-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2017,"The Astronomical Journal","The American Astronomical Society"
"112","RADMC-3D","apj_693_2_1209.xml","apj291809, ASJOAB, 10.1088/0004-637X/693/2/1209, 291809","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2009,"The Astrophysical Journal","The American Astronomical Society"
"113","RADMC-3D","apj_693_2_1290.xml","apj300722, ASJOAB, 10.1088/0004-637X/693/2/1290, 300722","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2009,"The Astrophysical Journal","The American Astronomical Society"
"114","RADMC-3D","apj_695_2_1024.xml","apj300251, ASJOAB, 10.1088/0004-637X/695/2/1024, 300251","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2009,"The Astrophysical Journal","The American Astronomical Society"
"115","RADMC-3D","apj_697_1_557.xml","apj300672, ASJOAB, 10.1088/0004-637X/697/1/557, 300672","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2009,"The Astrophysical Journal","The American Astronomical Society"
"116","RADMC-3D","apj_699_2_1822.xml","apj304757, ASJOAB, 10.1088/0004-637X/699/2/1822, 304757","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2009,"The Astrophysical Journal","The American Astronomical Society"
"117","RADMC-3D","apj_700_2_1502.xml","apj308794, ASJOAB, 10.1088/0004-637X/700/2/1502, 308794","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2009,"The Astrophysical Journal","The American Astronomical Society"
"118","RADMC-3D","apj_701_1_571.xml","apj307969, ASJOAB, 10.1088/0004-637X/701/1/571, 307969","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2009,"The Astrophysical Journal","The American Astronomical Society"
"119","RADMC-3D","apj_704_1_496.xml","apj320740, ASJOAB, 10.1088/0004-637X/704/1/496, 320740","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2009,"The Astrophysical Journal","The American Astronomical Society"
"120","RADMC-3D","apj_704_2_1471.xml","apj323754, ASJOAB, 10.1088/0004-637X/704/2/1471, 323754","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2009,"The Astrophysical Journal","The American Astronomical Society"
"121","RADMC-3D","apj_704_2_1482.xml","apj323758, ASJOAB, 10.1088/0004-637X/704/2/1482, 323758","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2009,"The Astrophysical Journal","The American Astronomical Society"
"122","RADMC-3D","apj_706_1_665.xml","apj317603, ASJOAB, 10.1088/0004-637X/706/1/665, 317603","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2009,"The Astrophysical Journal","The American Astronomical Society"
"123","RADMC-3D","apj_707_1_103.xml","apj327112, ASJOAB, 10.1088/0004-637X/707/1/103, 327112","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2009,"The Astrophysical Journal","The American Astronomical Society"
"124","RADMC-3D","apj_707_1_705.xml","apj320919, ASJOAB, 10.1088/0004-637X/707/1/705, 320919","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2009,"The Astrophysical Journal","The American Astronomical Society"
"125","RADMC-3D","apj_710_1_462.xml","apj337053, ASJOAB, 10.1088/0004-637X/710/1/462, 337053","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2010,"The Astrophysical Journal","The American Astronomical Society"
"126","RADMC-3D","apj_710_1_470.xml","apj338088, ASJOAB, 10.1088/0004-637X/710/1/470, 338088","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2010,"The Astrophysical Journal","The American Astronomical Society"
"127","RADMC-3D","apj_718_1_558.xml","apj348554, ASJOAB, 10.1088/0004-637X/718/1/558, 348554","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2010,"The Astrophysical Journal","The American Astronomical Society"
"128","RADMC-3D","apj_718_2_1200.xml","apj342416, ASJOAB, 10.1088/0004-637X/718/2/1200, 342416","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2010,"The Astrophysical Journal","The American Astronomical Society"
"129","RADMC-3D","apj_719_1_831.xml","apj351889, ASJOAB, 10.1088/0004-637X/719/1/831, 351889","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2010,"The Astrophysical Journal","The American Astronomical Society"
"130","RADMC-3D","apj_719_2_1565.xml","apj348302, ASJOAB, 10.1088/0004-637X/719/2/1565, 348302","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2010,"The Astrophysical Journal","The American Astronomical Society"
"131","RADMC-3D","apj_720_2_1668.xml","apj363485, ASJOAB, 10.1088/0004-637X/720/2/1668, 363485","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2010,"The Astrophysical Journal","The American Astronomical Society"
"132","RADMC-3D","apj_721_1_431.xml","apj336341, ASJOAB, 10.1088/0004-637X/721/1/431, 336341","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2010,"The Astrophysical Journal","The American Astronomical Society"
"133","RADMC-3D","apj_721_2_995.xml","apj364867, ASJOAB, 10.1088/0004-637X/721/2/995, 364867","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2010,"The Astrophysical Journal","The American Astronomical Society"
"134","RADMC-3D","apj_723_2_1241.xml","apj368420, ASJOAB, 10.1088/0004-637X/723/2/1241, 368420","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2010,"The Astrophysical Journal","The American Astronomical Society"
"135","RADMC-3D","apj_724_1_470.xml","apj343932, ASJOAB, 10.1088/0004-637X/724/1/470, 343932","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2010,"The Astrophysical Journal","The American Astronomical Society"
"136","RADMC-3D","apj_725_1_134.xml","apj370598, ASJOAB, 10.1088/0004-637X/725/1/134, 370598","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2010,"The Astrophysical Journal","The American Astronomical Society"
"137","RADMC-3D","apj_728_1_49.xml","apj377757, ASJOAB, 10.1088/0004-637X/728/1/49, 377757","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2011,"The Astrophysical Journal","The American Astronomical Society"
"138","RADMC-3D","apj_729_2_84.xml","apj380385, ASJOAB, 10.1088/0004-637X/729/2/84, 380385","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2011,"The Astrophysical Journal","The American Astronomical Society"
"139","RADMC-3D","apj_732_1_42.xml","apj386495, ASJOAB, 10.1088/0004-637X/732/1/42, 386495","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2011,"The Astrophysical Journal","The American Astronomical Society"
"140","RADMC-3D","apj_732_2_106.xml","apj387298, ASJOAB, 10.1088/0004-637X/732/2/106, 387298","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2011,"The Astrophysical Journal","The American Astronomical Society"
"141","RADMC-3D","apj_732_2_107.xml","apj387299, ASJOAB, 10.1088/0004-637X/732/2/107, 387299","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2011,"The Astrophysical Journal","The American Astronomical Society"
"142","RADMC-3D","apj_737_2_57.xml","apj395443, ASJOAB, 10.1088/0004-637X/737/2/57, 395443","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2011,"The Astrophysical Journal","The American Astronomical Society"
"143","RADMC-3D","apj_738_2_131.xml","apj398959, ASJOAB, 10.1088/0004-637X/738/2/131, 398959","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2011,"The Astrophysical Journal","The American Astronomical Society"
"144","RADMC-3D","apj_739_1_50.xml","apj400502, ASJOAB, 10.1088/0004-637X/739/1/50, 400502","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2011,"The Astrophysical Journal","The American Astronomical Society"
"145","RADMC-3D","apj_740_2_118.xml","apj401820, ASJOAB, 10.1088/0004-637X/740/2/118, 401820","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2011,"The Astrophysical Journal","The American Astronomical Society"
"146","RADMC-3D","apj_741_1_3.xml","apj401809, ASJOAB, 10.1088/0004-637X/741/1/3, 401809","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2011,"The Astrophysical Journal","The American Astronomical Society"
"147","RADMC-3D","apj_742_1_39.xml","apj404720, ASJOAB, 10.1088/0004-637X/742/1/39, 404720","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2011,"The Astrophysical Journal","The American Astronomical Society"
"148","RADMC-3D","apj_744_2_116.xml","apj407599, ASJOAB, 10.1088/0004-637X/744/2/116, 407599","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2012,"The Astrophysical Journal","The American Astronomical Society"
"149","RADMC-3D","apj_744_2_118.xml","apj407949, ASJOAB, 10.1088/0004-637X/744/2/118, 407949","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2012,"The Astrophysical Journal","The American Astronomical Society"
"150","RADMC-3D","apj_744_2_162.xml","apj414256, ASJOAB, 10.1088/0004-637X/744/2/162, 414256","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2012,"The Astrophysical Journal","The American Astronomical Society"
"151","RADMC-3D","apj_747_1_52.xml","apj417704, ASJOAB, 10.1088/0004-637X/747/1/52, 417704","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2012,"The Astrophysical Journal","The American Astronomical Society"
"152","RADMC-3D","apj_747_2_103.xml","apj419349, ASJOAB, 10.1088/0004-637X/747/2/103, 419349","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2012,"The Astrophysical Journal","The American Astronomical Society"
"153","RADMC-3D","apj_747_2_92.xml","apj418486, ASJOAB, 10.1088/0004-637X/747/2/92, 418486","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2012,"The Astrophysical Journal","The American Astronomical Society"
"154","RADMC-3D","apj_749_2_123.xml","apj423230, ASJOAB, 10.1088/0004-637X/749/2/123, 423230","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2012,"The Astrophysical Journal","The American Astronomical Society"
"155","RADMC-3D","apj_749_2_153.xml","apj423371, ASJOAB, 10.1088/0004-637X/749/2/153, 423371","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2012,"The Astrophysical Journal","The American Astronomical Society"
"156","RADMC-3D","apj_750_2_161.xml","apj425888, ASJOAB, 10.1088/0004-637X/750/2/161, 425888","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2012,"The Astrophysical Journal","The American Astronomical Society"
"157","RADMC-3D","apj_752_2_143.xml","apj430274, ASJOAB, 10.1088/0004-637X/752/2/143, 430274","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2012,"The Astrophysical Journal","The American Astronomical Society"
"158","RADMC-3D","apj_753_2_153.xml","apj432454, ASJOAB, 10.1088/0004-637X/753/2/153, 432454","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2012,"The Astrophysical Journal","The American Astronomical Society"
"159","RADMC-3D","apj_754_1_64.xml","apj433367, ASJOAB, 10.1088/0004-637X/754/1/64, 433367","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2012,"The Astrophysical Journal","The American Astronomical Society"
"160","RADMC-3D","apj_755_1_23.xml","apj435025, ASJOAB, 10.1088/0004-637X/755/1/23, 435025","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2012,"The Astrophysical Journal","The American Astronomical Society"
"161","RADMC-3D","apj_755_1_8.xml","apj435023, ASJOAB, 10.1088/0004-637X/755/1/8, 435023","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2012,"The Astrophysical Journal","The American Astronomical Society"
"162","RADMC-3D","apj_756_2_168.xml","apj439478, ASJOAB, 10.1088/0004-637X/756/2/168, 439478","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2012,"The Astrophysical Journal","The American Astronomical Society"
"163","RADMC-3D","apj_760_2_111.xml","apj446501, ASJOAB, 10.1088/0004-637X/760/2/111, 446501","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2012,"The Astrophysical Journal","The American Astronomical Society"
"164","RADMC-3D","apj_766_1_8.xml","apj462360, ASJOAB, 10.1088/0004-637X/766/1/8, 462360","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2013,"The Astrophysical Journal","The American Astronomical Society"
"165","RADMC-3D","apj_766_2_82.xml","apj463164, ASJOAB, 10.1088/0004-637X/766/2/82, 463164","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2013,"The Astrophysical Journal","The American Astronomical Society"
"166","RADMC-3D","apj_769_1_21.xml","apj467676, ASJOAB, 10.1088/0004-637X/769/1/21, 467676, ApJ89588","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2013,"The Astrophysical Journal","The American Astronomical Society"
"167","RADMC-3D","apj_769_1_73.xml","apj468560, ASJOAB, 10.1088/0004-637X/769/1/73, 468560, ApJ90423","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2013,"The Astrophysical Journal","The American Astronomical Society"
"168","RADMC-3D","apj_772_1_34.xml","apj475443, ASJOAB, 10.1088/0004-637X/772/1/34, 475443, ApJ89111","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2013,"The Astrophysical Journal","The American Astronomical Society"
"169","RADMC-3D","apj_775_2_114.xml","apj483835, ASJOAB, 10.1088/0004-637X/775/2/114, 483835, ApJ91834","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2013,"The Astrophysical Journal","The American Astronomical Society"
"170","RADMC-3D","apj_787_1_37.xml","apj493994, ASJOAB, 10.1088/0004-637X/787/1/37, 493994, ApJ94541","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2014,"The Astrophysical Journal","The American Astronomical Society"
"171","RADMC-3D","apj_791_1_42.xml","apj498197, ASJOAB, 10.1088/0004-637X/791/1/42, 498197, ApJ95153","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2014,"The Astrophysical Journal","The American Astronomical Society"
"172","RADMC-3D","apj_792_1_2.xml","apj497953, ASJOAB, 10.1088/0004-637X/792/1/2, 497953, ApJ94889","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2014,"The Astrophysical Journal","The American Astronomical Society"
"173","RADMC-3D","apj_792_1_68.xml","apj498875, ASJOAB, 10.1088/0004-637X/792/1/68, 498875, ApJ93977","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2014,"The Astrophysical Journal","The American Astronomical Society"
"174","RADMC-3D","apj_798_1_11.xml","apj502148, ASJOAB, 10.1088/0004-637X/798/1/11, 502148, ApJ95363","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2015,"The Astrophysical Journal","The American Astronomical Society"
"175","RADMC-3D","apj_801_2_85.xml","apj507501, ASJOAB, 10.1088/0004-637X/801/2/85, 507501, ApJ96889","2004A&A...417..159D",1,"ext-link","nlm-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name><",2015,"The Astrophysical Journal","The American Astronomical Society"
"176","RADMC-3D","apj_802_2_126.xml","apj509664, 10.1088/0004-637X/802/2/126, 509664, ApJ97263","2004A&A...417..159D",1,"ext-link","element-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2015,"The Astrophysical Journal","The American Astronomical Society"
"177","RADMC-3D","apj_804_2_143.xml","apj511250, 10.1088/0004-637X/804/2/143, 511250, ApJ96730","2004A&A...417..159D",1,"ext-link","element-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2015,"The Astrophysical Journal","The American Astronomical Society"
"178","RADMC-3D","apj_808_1_102.xml","apj515596, 10.1088/0004-637X/808/1/102, 515596, ApJ95863","2004A&A...417..159D",1,"ext-link","element-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2015,"The Astrophysical Journal","The American Astronomical Society"
"179","RADMC-3D","apj_810_1_6.xml","apj517983, 10.1088/0004-637X/810/1/6, 517983, ApJ99398","2004A&A...417..159D",1,"ext-link","element-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2015,"The Astrophysical Journal","The American Astronomical Society"
"180","RADMC-3D","apj_818_1_22.xml","apj522354, 10.3847/0004-637X/818/1/22, 522354, ApJ100460","2004A&A...417..159D",1,"ext-link","element-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2016,"The Astrophysical Journal","The American Astronomical Society"
"181","RADMC-3D","apj_821_2_80.xml","apj523148, 10.3847/0004-637X/821/2/80, 523148, ApJ102110","2004A&A...417..159D",1,"ext-link","element-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2016,"The Astrophysical Journal","The American Astronomical Society"
"182","RADMC-3D","apj_823_1_58.xml","apj523346, 10.3847/0004-637X/823/1/58, 523346, ApJ100937","2004A&A...417..159D",1,"ext-link","element-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2016,"The Astrophysical Journal","The American Astronomical Society"
"183","RADMC-3D","apj_823_2_160.xml","apj523630, 10.3847/0004-637X/823/2/160, 523630, ApJ101554","2004A&A...417..159D",1,"ext-link","element-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2016,"The Astrophysical Journal","The American Astronomical Society"
"184","RADMC-3D","apj_823_2_79.xml","apj523333, 10.3847/0004-637X/823/2/79, 523333, ApJ101883","2004A&A...417..159D",1,"ext-link","element-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2016,"The Astrophysical Journal","The American Astronomical Society"
"185","RADMC-3D","apj_831_2_200.xml","apjaa3e98, 10.3847/0004-637X/831/2/200, aa3e98, ApJ101943","2004A&A...417..159D",1,"ext-link","element-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2016,"The Astrophysical Journal","The American Astronomical Society"
"186","RADMC-3D","apj_836_1_118.xml","apjaa5a05, 10.3847/1538-4357/836/1/118, aa5a05, AAS03238","2004A&A...417..159D",1,"ext-link","element-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2017,"The Astrophysical Journal","The American Astronomical Society"
"187","RADMC-3D","apj_838_1_62.xml","apjaa64da, 10.3847/1538-4357/aa64da, aa64da, AAS03966","2004A&A...417..159D",1,"ext-link","element-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2017,"The Astrophysical Journal","The American Astronomical Society"
"188","RADMC-3D","apj_849_1_3.xml","apjaa8666, 10.3847/1538-4357/aa8666, aa8666, AAS06222","2004A&A...417..159D",1,"ext-link","element-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2017,"The Astrophysical Journal","The American Astronomical Society"
"189","RADMC-3D","apj_849_2_143.xml","apjaa886a, 10.3847/1538-4357/aa886a, aa886a, AAS05793","2004A&A...417..159D",1,"ext-link","element-citation","2004A&A...417..159D","
<person-group person-group-type=""author"">
<name>
",2017,"The Astrophysical Journal","The American Astronomical Society"
